Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h)
2016,2,14,9.9,6.4,8.2,9.8,0.0,8.6,0.0,8.6,0.0,<31
2016,2,15,10.0,6.8,8.4,9.6,0.0,23.4,0.0,23.4,8.0,35
2016,2,16,12.8,2.9,7.9,10.1,0.0,0.0,0.0,0.0,11.0,33
2016,2,17,10.0,6.4,8.2,9.8,0.0,7.8,0.0,7.8,27.0,35
2016,2,18,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,2,19,9.7,6.5,8.1,9.9,0.0,7.2,0.0,7.2,20.0,41
2016,2,20,10.2,4.4,7.3,10.7,0.0,0.0,0.0,0.0,15.0,37
2016,2,21,8.7,0.6,4.7,13.3,0.0,1.0,0.0,1.0,13.0,35
2016,2,22,10.1,1.7,5.9,12.1,0.0,0.0,0.0,0.0,19.0,35
2016,2,23,7.8,-2.1,2.9,15.1,0.0,0.0,0.0,0.0,0.0,<31
2016,2,24,10.7,3.5,7.1,10.9,0.0,0.0,0.0,0.0,0.0,<31
2016,2,25,10.8,2.6,6.7,11.3,0.0,0.0,0.0,0.0,0.0,<31
2016,2,26,10.5,3.3,6.9,11.1,0.0,1.2,0.0,1.2,0.0,<31
2016,2,27,11.3,7.3,9.3,8.7,0.0,0.8,0.0,0.8,0.0,<31
2016,2,28,11.1,7.1,9.1,8.9,0.0,8.0,0.0,8.0,14.0,59
2016,2,29,10.9,5.2,8.1,9.9,0.0,2.2,0.0,2.2,18.0,52
2016,3,1,10.9,6.1,8.5,9.5,0.0,12.2,0.0,12.2,15.0,54
2016,3,2,11.4,6.7,9.1,8.9,0.0,6.6,0.0,6.6,6.0,44
2016,3,3,13.4,7.2,10.3,7.7,0.0,5.4,0.0,5.4,18.0,41
2016,3,4,11.7,8.3,10.0,8.0,0.0,10.4,0.0,10.4,11.0,59
2016,3,5,16.5,7.6,12.1,5.9,0.0,3.6,0.0,3.6,10.0,46
2016,3,6,12.2,7.8,10.0,8.0,0.0,7.0,0.0,7.0,8.0,48
2016,3,7,9.0,6.3,7.7,10.3,0.0,8.6,0.0,8.6,0.0,<31
2016,3,8,9.7,4.5,7.1,10.9,0.0,1.2,0.0,1.2,12.0,44
2016,3,9,11.0,6.0,8.5,9.5,0.0,23.2,0.0,23.2,8.0,57
2016,3,10,10.9,7.1,9.0,9.0,0.0,11.4,0.0,11.4,17.0,65
2016,3,11,9.7,4.2,7.0,11.0,0.0,5.2,0.0,5.2,13.0,32
2016,3,12,11.0,4.7,7.9,10.1,0.0,4.8,0.0,4.8,14.0,44
2016,3,13,8.3,5.0,6.7,11.3,0.0,14.6,0.0,14.6,7.0,69
2016,3,14,9.1,5.4,7.3,10.7,0.0,3.4,0.0,3.4,17.0,43
2016,3,15,10.3,1.4,5.9,12.1,0.0,0.6,0.0,0.6,16.0,35
2016,3,16,9.1,1.1,5.1,12.9,0.0,0.0,0.0,0.0,29.0,35
2016,3,17,10.0,-1.1,4.5,13.5,0.0,0.0,0.0,0.0,29.0,32
2016,3,18,11.5,0.7,6.1,11.9,0.0,0.0,0.0,0.0,0.0,<31
2016,3,19,13.4,3.6,8.5,9.5,0.0,0.0,0.0,0.0,0.0,<31
2016,3,20,12.4,7.2,9.8,8.2,0.0,9.6,0.0,9.6,11.0,43
2016,3,21,13.2,8.1,10.7,7.3,0.0,5.4,0.0,5.4,11.0,46
2016,3,22,14.6,6.0,10.3,7.7,0.0,0.0,0.0,0.0,18.0,39
2016,3,23,9.6,7.9,8.8,9.2,0.0,12.2,0.0,12.2,11.0,50
2016,3,24,10.1,6.5,8.3,9.7,0.0,0.4,0.0,0.4,21.0,50
2016,3,25,10.5,4.0,7.3,10.7,0.0,0.0,0.0,0.0,0.0,<31
2016,3,26,11.6,5.4,8.5,9.5,0.0,2.2,0.0,2.2,0.0,<31
2016,3,27,11.1,6.2,8.7,9.3,0.0,13.6,0.0,13.6,29.0,56
2016,3,28,11.6,3.4,7.5,10.5,0.0,0.0,0.0,0.0,29.0,41
2016,3,29,12.7,1.9,7.3,10.7,0.0,0.0,0.0,0.0,0.0,<31
2016,3,30,15.0,3.4,9.2,8.8,0.0,0.0,0.0,0.0,0.0,<31
2016,3,31,17.1,4.9,11.0,7.0,0.0,0.0,0.0,0.0,0.0,<31
2016,4,1,17.7,6.8,12.3,5.7,0.0,0.0,0.0,0.0,19.0,33
2016,4,2,15.6,7.7,11.7,6.3,0.0,0.0,0.0,0.0,20.0,32
2016,4,3,14.8,7.5,11.2,6.8,0.0,1.2,0.0,1.2,0.0,<31
2016,4,4,14.5,8.7,11.6,6.4,0.0,6.2,0.0,6.2,14.0,41
2016,4,5,11.6,6.9,9.3,8.7,0.0,1.6,0.0,1.6,16.0,37
2016,4,6,16.5,9.6,13.1,4.9,0.0,0.0,0.0,0.0,0.0,<31
2016,4,7,15.0,5.6,10.3,7.7,0.0,0.0,0.0,0.0,0.0,<31
2016,4,8,17.7,6.3,12.0,6.0,0.0,0.0,0.0,0.0,30.0,65
2016,4,9,14.7,8.9,11.8,6.2,0.0,0.0,0.0,0.0,29.0,52
2016,4,10,15.0,6.8,10.9,7.1,0.0,0.0,0.0,0.0,0.0,<31
2016,4,11,13.6,8.9,11.3,6.7,0.0,0.0,0.0,0.0,16.0,32
2016,4,12,12.7,7.0,9.9,8.1,0.0,4.6,0.0,4.6,20.0,54
2016,4,13,13.4,5.8,9.6,8.4,0.0,0.0,0.0,0.0,12.0,43
2016,4,14,12.2,6.7,9.5,8.5,0.0,0.6,0.0,0.6,0.0,<31
2016,4,15,14.4,7.2,10.8,7.2,0.0,0.0,0.0,0.0,14.0,37
2016,4,16,13.7,8.2,11.0,7.0,0.0,0.0,0.0,0.0,20.0,32
2016,4,17,16.0,4.7,10.4,7.6,0.0,0.0,0.0,0.0,30.0,32
2016,4,18,24.4,5.4,14.9,3.1,0.0,0.0,0.0,0.0,0.0,<31
2016,4,19,18.0,8.9,13.5,4.5,0.0,0.0,0.0,0.0,31.0,33
2016,4,20,20.3,8.2,14.3,3.7,0.0,0.0,0.0,0.0,31.0,32
2016,4,21,19.1,12.8,16.0,2.0,0.0,0.2,0.0,0.2,12.0,39
2016,4,22,14.7,10.0,12.4,5.6,0.0,6.4,0.0,6.4,0.0,<31
2016,4,23,16.9,11.0,14.0,4.0,0.0,2.2,0.0,2.2,14.0,35
2016,4,24,13.8,9.2,11.5,6.5,0.0,1.2,0.0,1.2,29.0,39
2016,4,25,13.7,7.5,10.6,7.4,0.0,0.0,0.0,0.0,30.0,39
2016,4,26,14.9,6.7,10.8,7.2,0.0,0.0,0.0,0.0,17.0,35
2016,4,27,16.0,6.2,11.1,6.9,0.0,0.0,0.0,0.0,29.0,39
2016,4,28,17.5,9.9,13.7,4.3,0.0,0.0,0.0,0.0,0.0,<31
2016,4,29,16.3,10.3,13.3,4.7,0.0,0.0,0.0,0.0,29.0,46
2016,4,30,16.2,4.9,10.6,7.4,0.0,0.0,0.0,0.0,29.0,35
2016,5,1,19.7,6.7,13.2,4.8,0.0,0.0,0.0,0.0,0.0,<31
2016,5,2,24.5,9.6,17.1,0.9,0.0,0.0,0.0,0.0,0.0,<31
2016,5,3,20.6,13.0,16.8,1.2,0.0,0.0,0.0,0.0,27.0,39
2016,5,4,15.6,8.5,12.1,5.9,0.0,1.4,0.0,1.4,28.0,56
2016,5,5,17.0,8.7,12.9,5.1,0.0,0.0,0.0,0.0,30.0,43
2016,5,6,18.9,9.6,14.3,3.7,0.0,0.0,0.0,0.0,30.0,46
2016,5,7,20.2,11.2,15.7,2.3,0.0,0.0,0.0,0.0,28.0,67
2016,5,8,16.0,10.1,13.1,4.9,0.0,0.0,0.0,0.0,28.0,70
2016,5,9,18.5,6.7,12.6,5.4,0.0,0.0,0.0,0.0,29.0,32
2016,5,10,20.1,7.4,13.8,4.2,0.0,0.0,0.0,0.0,0.0,<31
2016,5,11,21.5,10.0,15.8,2.2,0.0,0.0,0.0,0.0,0.0,<31
2016,5,12,20.2,7.9,14.1,3.9,0.0,0.0,0.0,0.0,0.0,<31
2016,5,13,22.3,8.1,15.2,2.8,0.0,0.0,0.0,0.0,29.0,33
2016,5,14,21.6,12.3,17.0,1.0,0.0,0.0,0.0,0.0,10.0,48
2016,5,15,17.6,12.7,15.2,2.8,0.0,0.0,0.0,0.0,10.0,39
2016,5,16,15.6,11.9,13.8,4.2,0.0,0.0,0.0,0.0,0.0,<31
2016,5,17,19.0,10.3,14.7,3.3,0.0,0.0,0.0,0.0,20.0,37
2016,5,18,18.9,12.1,15.5,2.5,0.0,0.0,0.0,0.0,29.0,56
2016,5,19,14.1,10.1,12.1,5.9,0.0,5.6,0.0,5.6,29.0,50
2016,5,20,17.2,9.6,13.4,4.6,0.0,1.2,0.0,1.2,29.0,35
2016,5,21,19.1,8.9,14.0,4.0,0.0,0.0,0.0,0.0,12.0,37
2016,5,22,19.2,11.0,15.1,2.9,0.0,0.0,0.0,0.0,17.0,37
2016,5,23,17.8,12.4,15.1,2.9,0.0,0.2,0.0,0.2,9.0,32
2016,5,24,17.6,13.1,15.4,2.6,0.0,0.0,0.0,0.0,0.0,<31
2016,5,25,19.3,12.4,15.9,2.1,0.0,0.0,0.0,0.0,20.0,37
2016,5,26,15.4,9.9,12.7,5.3,0.0,9.2,0.0,9.2,2.0,37
2016,5,27,16.4,8.5,12.5,5.5,0.0,9.8,0.0,9.8,22.0,33
2016,5,28,14.6,9.2,11.9,6.1,0.0,24.2,0.0,24.2,16.0,46
2016,5,29,17.2,8.0,12.6,5.4,0.0,0.0,0.0,0.0,20.0,43
2016,5,30,18.4,8.9,13.7,4.3,0.0,0.0,0.0,0.0,21.0,32
2016,5,31,20.4,10.1,15.3,2.7,0.0,0.0,0.0,0.0,0.0,<31
2016,6,1,21.4,13.6,17.5,0.5,0.0,8.6,0.0,8.6,13.0,32
2016,6,2,19.8,13.7,16.8,1.2,0.0,2.4,0.0,2.4,19.0,41
2016,6,3,22.4,14.4,18.4,0.0,0.4,0.0,0.0,0.0,0.0,<31
2016,6,4,22.2,15.5,18.9,0.0,0.9,0.0,0.0,0.0,30.0,41
2016,6,5,25.2,15.5,20.4,0.0,2.4,0.0,0.0,0.0,29.0,33
2016,6,6,24.5,13.2,18.9,0.0,0.9,0.0,0.0,0.0,29.0,32
2016,6,7,22.5,12.9,17.7,0.3,0.0,0.0,0.0,0.0,0.0,<31
2016,6,8,18.3,12.3,15.3,2.7,0.0,0.0,0.0,0.0,11.0,43
2016,6,9,18.7,10.1,14.4,3.6,0.0,0.0,0.0,0.0,15.0,35
2016,6,10,18.2,10.9,14.6,3.4,0.0,0.6,0.0,0.6,20.0,43
2016,6,11,17.4,10.4,13.9,4.1,0.0,8.0,0.0,8.0,0.0,<31
2016,6,12,19.8,11.8,15.8,2.2,0.0,0.0,0.0,0.0,21.0,33
2016,6,13,18.3,12.4,15.4,2.6,0.0,2.4,0.0,2.4,21.0,46
2016,6,14,14.2,9.3,11.8,6.2,0.0,5.8,0.0,5.8,15.0,39
2016,6,15,15.5,8.2,11.9,6.1,0.0,2.4,0.0,2.4,15.0,30
2016,6,16,17.3,8.0,12.7,5.3,0.0,0.0,0.0,0.0,19.0,32
2016,6,17,20.3,8.9,14.6,3.4,0.0,0.0,0.0,0.0,25.0,41
2016,6,18,15.9,12.3,14.1,3.9,0.0,13.6,0.0,13.6,18.0,35
2016,6,19,18.0,11.7,14.9,3.1,0.0,0.2,0.0,0.2,0.0,<31
2016,6,20,20.8,9.6,15.2,2.8,0.0,0.0,0.0,0.0,18.0,35
2016,6,21,20.4,13.1,16.8,1.2,0.0,0.0,0.0,0.0,13.0,37
2016,6,22,20.7,12.9,16.8,1.2,0.0,1.4,0.0,1.4,21.0,32
2016,6,23,20.1,12.4,16.3,1.7,0.0,12.6,0.0,12.6,12.0,32
2016,6,24,19.3,12.3,15.8,2.2,0.0,0.0,0.0,0.0,22.0,30
2016,6,25,19.4,13.1,16.3,1.7,0.0,0.2,0.0,0.2,23.0,32
2016,6,26,22.8,10.8,16.8,1.2,0.0,0.0,0.0,0.0,28.0,32
2016,6,27,24.4,13.6,19.0,0.0,1.0,0.0,0.0,0.0,0.0,<31
2016,6,28,22.5,13.2,17.9,0.1,0.0,0.0,0.0,0.0,22.0,32
2016,6,29,23.6,13.2,18.4,0.0,0.4,0.0,0.0,0.0,11.0,39
2016,6,30,21.5,12.6,17.1,0.9,0.0,0.0,0.0,0.0,20.0,39
2016,7,1,20.7,13.3,17.0,1.0,0.0,0.2,0.0,0.2,11.0,32
2016,7,2,23.5,15.2,19.4,0.0,1.4,0.0,0.0,0.0,14.0,43
2016,7,3,20.6,15.2,17.9,0.1,0.0,0.0,0.0,0.0,26.0,65
2016,7,4,20.8,14.0,17.4,0.6,0.0,1.2,0.0,1.2,28.0,37
2016,7,5,18.4,13.3,15.9,2.1,0.0,0.8,0.0,0.8,27.0,37
2016,7,6,21.3,12.1,16.7,1.3,0.0,0.0,0.0,0.0,21.0,33
2016,7,7,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,7,8,20.4,15.2,17.8,0.2,0.0,0.0,0.0,0.0,0.0,<31
2016,7,9,20.8,13.9,17.4,0.6,0.0,20.0,0.0,20.0,12.0,35
2016,7,10,21.4,12.7,17.1,0.9,0.0,0.0,0.0,0.0,19.0,32
2016,7,11,21.3,14.0,17.7,0.3,0.0,0.8,0.0,0.8,11.0,33
2016,7,12,22.2,15.1,18.7,0.0,0.7,1.2,0.0,1.2,0.0,<31
2016,7,13,20.7,15.0,17.9,0.1,0.0,7.8,0.0,7.8,22.0,33
2016,7,14,21.0,13.6,17.3,0.7,0.0,0.8,0.0,0.8,27.0,50
2016,7,15,21.4,13.1,17.3,0.7,0.0,0.0,0.0,0.0,19.0,35
2016,7,16,20.7,15.7,18.2,0.0,0.2,0.0,0.0,0.0,0.0,<31
2016,7,17,22.6,12.8,17.7,0.3,0.0,0.0,0.0,0.0,0.0,<31
2016,7,18,23.7,15.2,19.5,0.0,1.5,0.0,0.0,0.0,19.0,41
2016,7,19,22.8,16.3,19.6,0.0,1.6,0.0,0.0,0.0,20.0,35
2016,7,20,23.6,16.5,20.1,0.0,2.1,0.0,0.0,0.0,19.0,37
2016,7,21,24.3,12.7,18.5,0.0,0.5,0.0,0.0,0.0,0.0,<31
2016,7,22,24.1,15.8,20.0,0.0,2.0,0.0,0.0,0.0,11.0,43
2016,7,23,21.4,13.5,17.5,0.5,0.0,0.0,0.0,0.0,21.0,35
2016,7,24,22.6,14.5,18.6,0.0,0.6,0.0,0.0,0.0,0.0,<31
2016,7,25,23.8,15.1,19.5,0.0,1.5,0.0,0.0,0.0,21.0,33
2016,7,26,22.3,14.7,18.5,0.0,0.5,0.0,0.0,0.0,21.0,33
2016,7,27,24.3,15.0,19.7,0.0,1.7,0.0,0.0,0.0,28.0,33
2016,7,28,23.8,16.8,20.3,0.0,2.3,0.0,0.0,0.0,29.0,39
2016,7,29,23.7,17.5,20.6,0.0,2.6,0.0,0.0,0.0,28.0,52
2016,7,30,21.6,14.6,18.1,0.0,0.1,0.0,0.0,0.0,29.0,57
2016,7,31,21.2,14.6,17.9,0.1,0.0,0.0,0.0,0.0,29.0,39
2016,8,1,22.9,12.7,17.8,0.2,0.0,0.0,0.0,0.0,22.0,35
2016,8,2,17.6,14.5,16.1,1.9,0.0,0.6,0.0,0.6,10.0,35
2016,8,3,21.2,14.1,17.7,0.3,0.0,1.8,0.0,1.8,0.0,<31
2016,8,4,22.4,12.2,17.3,0.7,0.0,0.0,0.0,0.0,0.0,<31
2016,8,5,21.8,15.3,18.6,0.0,0.6,0.0,0.0,0.0,29.0,41
2016,8,6,20.7,12.2,16.5,1.5,0.0,0.0,0.0,0.0,11.0,35
2016,8,7,21.2,13.7,17.5,0.5,0.0,0.0,0.0,0.0,14.0,30
2016,8,8,20.9,12.6,16.8,1.2,0.0,0.0,0.0,0.0,19.0,37
2016,8,9,19.5,15.1,17.3,0.7,0.0,4.8,0.0,4.8,0.0,<31
2016,8,10,22.2,16.1,19.2,0.0,1.2,0.0,0.0,0.0,22.0,32
2016,8,11,22.4,13.7,18.1,0.0,0.1,0.0,0.0,0.0,29.0,37
2016,8,12,24.4,14.3,19.4,0.0,1.4,0.0,0.0,0.0,30.0,33
2016,8,13,23.9,16.7,20.3,0.0,2.3,0.0,0.0,0.0,0.0,<31
2016,8,14,22.5,16.4,19.5,0.0,1.5,0.0,0.0,0.0,30.0,41
2016,8,15,22.6,14.9,18.8,0.0,0.8,0.0,0.0,0.0,0.0,<31
2016,8,16,23.2,14.7,19.0,0.0,1.0,0.0,0.0,0.0,0.0,<31
2016,8,17,22.1,15.8,19.0,0.0,1.0,0.0,0.0,0.0,30.0,44
2016,8,18,23.3,16.0,19.7,0.0,1.7,0.0,0.0,0.0,30.0,44
2016,8,19,26.4,16.2,21.3,0.0,3.3,0.0,0.0,0.0,29.0,41
2016,8,20,24.5,14.3,19.4,0.0,1.4,0.0,0.0,0.0,30.0,35
2016,8,21,21.3,14.1,17.7,0.3,0.0,0.0,0.0,0.0,27.0,39
2016,8,22,20.4,14.8,17.6,0.4,0.0,0.0,0.0,0.0,28.0,46
2016,8,23,21.5,11.5,16.5,1.5,0.0,0.0,0.0,0.0,0.0,<31
2016,8,24,23.8,14.0,18.9,0.0,0.9,0.0,0.0,0.0,29.0,32
2016,8,25,25.9,14.5,20.2,0.0,2.2,0.0,0.0,0.0,0.0,<31
2016,8,26,25.9,15.3,20.6,0.0,2.6,0.0,0.0,0.0,0.0,<31
2016,8,27,23.2,16.7,20.0,0.0,2.0,0.0,0.0,0.0,9.0,39
2016,8,28,19.0,14.7,16.9,1.1,0.0,0.8,0.0,0.8,11.0,39
2016,8,29,23.8,12.4,18.1,0.0,0.1,0.0,0.0,0.0,19.0,41
2016,8,30,21.9,13.6,17.8,0.2,0.0,0.0,0.0,0.0,11.0,37
2016,8,31,18.9,15.3,17.1,0.9,0.0,5.8,0.0,5.8,13.0,33
2016,9,1,18.7,11.8,15.3,2.7,0.0,2.8,0.0,2.8,14.0,39
2016,9,2,17.9,12.7,15.3,2.7,0.0,1.6,0.0,1.6,21.0,32
2016,9,3,17.8,12.3,15.1,2.9,0.0,10.2,0.0,10.2,0.0,<31
2016,9,4,18.9,8.6,13.8,4.2,0.0,0.0,0.0,0.0,0.0,<31
2016,9,5,15.7,12.2,14.0,4.0,0.0,0.8,0.0,0.8,11.0,37
2016,9,6,17.3,12.7,15.0,3.0,0.0,1.2,0.0,1.2,0.0,<31
2016,9,7,16.9,13.7,15.3,2.7,0.0,3.0,0.0,3.0,20.0,37
2016,9,8,19.7,11.7,15.7,2.3,0.0,0.0,0.0,0.0,25.0,44
2016,9,9,21.0,9.7,15.4,2.6,0.0,0.0,0.0,0.0,0.0,<31
2016,9,10,20.9,13.7,17.3,0.7,0.0,0.0,0.0,0.0,29.0,50
2016,9,11,18.1,11.0,14.6,3.4,0.0,0.0,0.0,0.0,29.0,61
2016,9,12,18.9,7.5,13.2,4.8,0.0,0.0,0.0,0.0,29.0,35
2016,9,13,19.5,9.3,14.4,3.6,0.0,0.0,0.0,0.0,0.0,<31
2016,9,14,19.7,8.3,14.0,4.0,0.0,0.0,0.0,0.0,0.0,<31
2016,9,15,19.3,10.1,14.7,3.3,0.0,0.0,0.0,0.0,21.0,32
2016,9,16,21.1,12.2,16.7,1.3,0.0,0.2,0.0,0.2,0.0,<31
2016,9,17,18.3,12.8,15.6,2.4,0.0,17.6,0.0,17.6,20.0,48
2016,9,18,20.0,10.3,15.2,2.8,0.0,2.0,0.0,2.0,17.0,37
2016,9,19,17.6,11.9,14.8,3.2,0.0,28.8,0.0,28.8,19.0,41
2016,9,20,16.6,10.3,13.5,4.5,0.0,0.4,0.0,0.4,29.0,41
2016,9,21,17.0,8.5,12.8,5.2,0.0,0.0,0.0,0.0,30.0,39
2016,9,22,19.3,8.3,13.8,4.2,0.0,0.0,0.0,0.0,11.0,35
2016,9,23,14.2,11.5,12.9,5.1,0.0,8.8,0.0,8.8,6.0,35
2016,9,24,17.0,8.8,12.9,5.1,0.0,0.8,0.0,0.8,29.0,39
2016,9,25,19.6,11.1,15.4,2.6,0.0,0.2,0.0,0.2,0.0,<31
2016,9,26,17.5,9.8,13.7,4.3,0.0,0.0,0.0,0.0,30.0,33
2016,9,27,16.1,12.2,14.2,3.8,0.0,0.0,0.0,0.0,28.0,57
2016,9,28,14.8,7.4,11.1,6.9,0.0,0.0,0.0,0.0,30.0,41
2016,9,29,15.0,6.2,10.6,7.4,0.0,0.0,0.0,0.0,0.0,<31
2016,9,30,14.3,5.2,9.8,8.2,0.0,0.0,0.0,0.0,0.0,<31
2016,10,1,15.4,9.3,12.4,5.6,0.0,0.8,0.0,0.8,11.0,41
2016,10,2,15.1,0.0,0.0,0.0,0.0,0.2,0.0,0.2,29.0,32
2016,10,3,15.8,7.7,11.8,6.2,0.0,0.6,0.0,0.6,13.0,35
2016,10,4,15.3,10.8,13.1,4.9,0.0,1.6,0.0,1.6,11.0,44
2016,10,5,15.8,11.9,13.9,4.1,0.0,1.2,0.0,1.2,29.0,43
2016,10,6,13.9,11.2,12.6,5.4,0.0,13.4,0.0,13.4,8.0,56
2016,10,7,15.9,10.9,13.4,4.6,0.0,6.0,0.0,6.0,10.0,63
2016,10,8,12.3,8.9,10.6,7.4,0.0,22.8,0.0,22.8,29.0,46
2016,10,9,13.3,5.3,9.3,8.7,0.0,0.0,0.0,0.0,29.0,44
2016,10,10,12.6,5.5,9.1,8.9,0.0,0.0,0.0,0.0,28.0,32
2016,10,11,12.2,0.0,6.1,11.9,0.0,0.0,0.0,0.0,0.0,<31
2016,10,12,14.4,1.3,7.9,10.1,0.0,0.6,0.0,0.6,0.0,<31
2016,10,13,14.0,9.8,11.9,6.1,0.0,21.6,0.0,21.6,8.0,46
2016,10,14,13.5,11.2,12.4,5.6,0.0,23.2,0.0,23.2,13.0,78
2016,10,15,13.3,10.1,11.7,6.3,0.0,9.0,0.0,9.0,16.0,69
2016,10,16,13.0,10.7,11.9,6.1,0.0,11.4,0.0,11.4,12.0,46
2016,10,17,12.8,9.8,11.3,6.7,0.0,11.0,0.0,11.0,12.0,32
2016,10,18,12.3,9.0,10.7,7.3,0.0,11.4,0.0,11.4,15.0,32
2016,10,19,14.4,8.1,11.3,6.7,0.0,6.8,0.0,6.8,10.0,35
2016,10,20,15.2,8.7,12.0,6.0,0.0,9.6,0.0,9.6,20.0,35
2016,10,21,12.3,7.5,9.9,8.1,0.0,5.2,0.0,5.2,9.0,32
2016,10,22,13.4,6.0,9.7,8.3,0.0,0.4,0.0,0.4,7.0,32
2016,10,23,16.4,9.6,13.0,5.0,0.0,1.6,0.0,1.6,8.0,39
2016,10,24,13.0,10.0,11.5,6.5,0.0,3.2,0.0,3.2,10.0,43
2016,10,25,14.7,8.7,11.7,6.3,0.0,2.4,0.0,2.4,12.0,54
2016,10,26,12.4,6.8,9.6,8.4,0.0,9.0,0.0,9.0,8.0,32
2016,10,27,12.9,11.0,12.0,6.0,0.0,7.2,0.0,7.2,15.0,39
2016,10,28,16.6,10.0,13.3,4.7,0.0,1.2,0.0,1.2,0.0,<31
2016,10,29,11.3,5.9,8.6,9.4,0.0,6.4,0.0,6.4,0.0,<31
2016,10,30,11.6,4.0,7.8,10.2,0.0,2.0,0.0,2.0,29.0,33
2016,10,31,10.7,8.9,9.8,8.2,0.0,13.6,0.0,13.6,0.0,<31
2016,11,1,12.5,7.4,10.0,8.0,0.0,7.6,0.0,7.6,10.0,32
2016,11,2,12.5,10.2,11.4,6.6,0.0,26.4,0.0,26.4,7.0,48
2016,11,3,15.7,9.1,12.4,5.6,0.0,0.0,0.0,0.0,11.0,44
2016,11,4,16.1,3.6,9.9,8.1,0.0,0.4,0.0,0.4,11.0,39
2016,11,5,14.6,10.2,12.4,5.6,0.0,19.8,0.0,19.8,12.0,39
2016,11,6,13.5,8.2,10.9,7.1,0.0,0.8,0.0,0.8,12.0,39
2016,11,7,14.0,10.7,12.4,5.6,0.0,2.6,0.0,2.6,9.0,46
2016,11,8,19.4,12.2,15.8,2.2,0.0,0.8,0.0,0.8,9.0,35
2016,11,9,15.0,11.8,13.4,4.6,0.0,9.0,0.0,9.0,0.0,<31
2016,11,10,15.3,6.8,11.1,6.9,0.0,0.0,0.0,0.0,0.0,<31
2016,11,11,13.8,10.5,12.2,5.8,0.0,3.0,0.0,3.0,21.0,33
2016,11,12,14.5,7.1,10.8,7.2,0.0,7.0,0.0,7.0,21.0,59
2016,11,13,11.1,6.8,9.0,9.0,0.0,14.6,0.0,14.6,8.0,41
2016,11,14,12.7,5.5,9.1,8.9,0.0,0.2,0.0,0.2,16.0,35
2016,11,15,11.2,5.6,8.4,9.6,0.0,3.6,0.0,3.6,0.0,<31
2016,11,16,9.9,3.5,6.7,11.3,0.0,4.2,0.0,4.2,0.0,<31
2016,11,17,9.1,4.9,7.0,11.0,0.0,0.0,0.0,0.0,0.0,<31
2016,11,18,9.0,2.7,5.9,12.1,0.0,0.0,0.0,0.0,6.0,37
2016,11,19,11.7,5.8,8.8,9.2,0.0,2.0,0.0,2.0,11.0,44
2016,11,20,11.7,9.3,10.5,7.5,0.0,2.4,0.0,2.4,12.0,52
2016,11,21,11.8,6.5,9.2,8.8,0.0,0.0,0.0,0.0,14.0,30
2016,11,22,9.6,6.7,8.2,9.8,0.0,28.0,0.0,28.0,8.0,44
2016,11,23,9.8,6.2,8.0,10.0,0.0,5.2,0.0,5.2,12.0,67
2016,11,24,9.6,5.6,7.6,10.4,0.0,17.8,0.0,17.8,15.0,74
2016,11,25,10.1,2.2,6.2,11.8,0.0,6.0,0.0,6.0,21.0,43
2016,11,26,7.0,5.2,6.1,11.9,0.0,31.0,0.0,31.0,29.0,33
2016,11,27,7.4,3.2,5.3,12.7,0.0,24.6,0.0,24.6,7.0,43
2016,11,28,8.3,3.0,5.7,12.3,0.0,0.8,0.0,0.8,29.0,57
2016,11,29,7.9,4.7,6.3,11.7,0.0,2.6,0.0,2.6,7.0,30
2016,11,30,8.3,6.1,7.2,10.8,0.0,19.8,0.0,19.8,28.0,61
2016,12,1,7.5,1.6,4.6,13.4,0.0,1.8,0.0,1.8,27.0,44
2016,12,2,8.6,5.3,7.0,11.0,0.0,12.8,0.0,12.8,11.0,50
2016,12,3,8.6,2.1,5.4,12.6,0.0,4.2,0.0,4.2,24.0,32
2016,12,4,6.5,-0.4,3.1,14.9,0.0,0.0,0.0,0.0,29.0,69
2016,12,5,2.5,-0.2,1.2,16.8,0.0,5.4,5.4,16.4,8.0,37
2016,12,6,3.1,-2.7,0.2,17.8,0.0,0.0,0.0,0.0,0.0,<31
2016,12,7,0.6,-6.3,-2.9,20.9,0.0,0.0,0.0,0.0,0.0,<31
2016,12,8,2.8,-7.2,-2.2,20.2,0.0,0.0,0.0,0.0,11.0,41
2016,12,9,0.8,-1.8,-0.5,18.5,0.0,0.0,5.0,8.0,14.0,41
2016,12,10,2.5,-0.1,1.2,16.8,0.0,6.2,0.0,6.2,8.0,37
2016,12,11,6.8,1.9,4.4,13.6,0.0,13.4,0.0,13.4,6.0,33
2016,12,12,2.0,-3.0,-0.5,18.5,0.0,1.0,2.4,6.4,9.0,33
2016,12,13,0.7,-5.7,-2.5,20.5,0.0,0.0,0.0,0.0,0.0,<31
2016,12,14,-0.9,-7.5,-4.2,22.2,0.0,0.0,0.0,0.0,0.0,<31
2016,12,15,0.3,-7.5,-3.6,21.6,0.0,0.0,0.0,0.0,0.0,<31
